ID	Label	Notes	lSF	lFP	lRMF	lCMF	lPOB	lLOF	lPT	lPOP	lMOF	lRAC	lCAC	lINS	lPRC	lPOC	lSUPRA	lSP	lIP	lPARA	lPCG	lIST	lPREC	lCUN	lPERI	lLIN	lLO	lTRANS	lBKS	lST	lMT	lIT	lTP	lENT	lPHIP	lFUS	rSF	rFP	rCAC	rCMF	rPOB	rLOF	rPT	rPOP	rMOF	rRMF	rRAC	rINS	rPRC	rPOC	rSUPRA	rSP	rIP	rPARAC	rPCG	rIST	rPREC	rCUN	rPERI	rLIN	rLO	rTRANS	rBKS	rST	rMT	rIT	rTP	rENT	rPHIP	rFUS
sub_1	Label 1	Notes 1	3.68467485495701	4.58694933951265	1.61113616438708	3.61830287965575	3.28027388571286	1.85671564032197	5.42902648889347	0.00931687303385709	2.31269457473884	0.133864160959226	5.22748661696403	4.55617533434859	0.851496306920778	1.31374242644393	0.708688787754215	3.19417235239985	2.32228429834394	1.66574898126402	0.198942215828852	1.87186047198461	5.65443837811544	4.97165403185013	3.60600374774471	2.62956554930309	4.47150102521182	2.89309930773315	5.13529608316774	2.63500590942479	5.51694324210419	2.87376427032283	2.08537291136154	2.51352027396154	0.140002026643235	1.97609759679161	3.62491467610438	1.57695945947099	5.36841799378123	3.62624962751039	0.860874429734037	3.33400988538528	1.79977165341809	2.21946011827009	1.7260678567045	5.09560144648965	5.96561895459636	0.675950087496502	5.8305711007849	4.43918697217761	4.5213555623843	5.69224820413117	4.82068217257452	5.07439178709314	3.60617272789635	4.26860150444933	5.692102273792	4.1224620139133	4.47898915325601	0.245581621941553	4.6672722159644	0.320274174045161	4.4813936299192	5.02883380278893	2.8848408036955	2.33949689079147	2.89094637959195	0.882294141158543	1.38866045043535	5.83942047259395
sub_2	Label 2	Notes 2	2.65375191976331	1.13425818194046	3.0654924381139	1.88280343477413	0.93549788422597	4.51849994561651	5.28398006032495	3.52994307738198	3.05977882830735	4.6261480594393	3.94184605995191	3.48763324431292	2.07646902970186	4.69921838489213	1.71155904373523	5.4565157762015	0.594719638977488	1.86143460709772	5.2678061590113	2.23717149188731	1.36253017970882	0.697215796423034	0.869828759615603	0.917432413352011	3.32306976184748	0.143551017692122	5.34428814384774	1.27328053484792	3.21057249059521	3.34073510981961	4.20820825950501	0.0610300662766716	5.19089383160656	3.31465367073644	5.11249256493705	2.68051961735569	3.63386743845199	2.00981045041744	5.89817033650171	0.917452221037939	3.51356287747426	0.603308637800015	2.64582586098579	2.20391510362991	1.70513768270292	3.0986395180772	4.21928993664388	0.15140935457551	2.60866224196748	0.831978013432921	2.85700259677179	3.24297348946753	0.579668529946464	2.7452021249683	3.96743064601415	3.30303665561278	1.6112372169705	5.38741451580769	5.53198931391578	5.48513580389851	3.85607430813835	4.46252303917294	5.32374112450109	2.95105116789699	1.28464765392468	0.316145243505555	5.00846504515086	0.476512318430652
sub_3	Label 3	Notes 3	2.07084972547496	4.70296091711897	2.60131536288543	5.94907125896326	2.13481978096948	0.771933237790268	4.31388868170789	0.218610544800151	3.36800426866155	1.26974179817737	3.75264667357351	0.540520281327353	0.39293986350651	5.9792454706107	3.76724106392426	0.24532604557889	4.97296426836254	0.612558929123949	3.96284740218382	4.64149591761875	2.39872041123906	5.76376828595972	0.230539563688532	3.53107677840625	4.46277270464512	4.01586121368594	2.79033677799046	3.70921254666945	3.6723016697767	4.73803462708519	5.64942775087869	2.96756799396231	0.974399711752515	4.49952465112919	1.42446198489891	4.18894525690538	2.59330279761617	3.40397617449794	3.74856932610032	0.97475441228202	2.15488767824958	3.40397476187367	5.43703932890064	3.34351593474346	0.698610625967806	5.05425114819339	0.575513687045882	2.55648993718942	3.11401421040676	1.96105533361478	2.3188185217831	0.342584987006253	1.46490089362558	2.50695985395213	4.80617192104835	5.16948478057827	1.70054247725204	1.70054685749484	4.03957884048481	3.54486197589658	0.172307907529403	5.83400458760557	5.57712773627375	2.72155419815565	0.429399610403983	3.21524042919254	5.46580044699092	4.6418432753039
sub_4	Label 4	Notes 4	5.67217344788382	1.28695237322289	5.12567356119524	2.42661872936914	5.86206920230048	5.98335231443394	2.71444337179077	2.38049635194489	3.19502365536509	5.26319086037616	0.184910268396842	4.74357713717061	3.36259244765358	0.846440852196935	4.56800773959666	1.16550256621552	1.49253380381672	3.37061499324745	1.38360627331768	5.37871337746427	1.86087868889015	2.5874281682218	1.89632654893415	5.10875141328862	3.78448064623847	5.90985266758455	0.178117063655351	0.727488016285722	4.79500907069371	1.04898768489001	1.95469972078776	2.57255051619343	2.97667030311095	4.84065698554124	2.29299232737902	4.43731170459047	1.97768820507008	4.58250291890689	0.784307026540518	3.72344105047556	5.6698919367924	3.9033349460695	1.9648799093067	4.61920496151439	4.64471902871806	5.97800434948068	0.0447986515285646	2.1578800956671	1.7065913143339	1.61438367251613	1.70622513018922	4.17197428025982	2.43921727904948	0.128343237046851	3.37835138126844	1.99911908947168	2.41274392995404	3.84295881608009	0.355341621649605	1.61013332900913	5.61181844299923	5.84076191881009	5.65958551326075	2.93746324885167	3.06505536409076	1.16085373086475	0.173480163905351	4.44008781528477
sub_5	Label 5	Notes 5	2.29781318331406	2.8427299209037	1.52584771119406	2.39445137936123	1.15059772375803	4.0569312207422	1.11181714094562	3.46523022370649	3.10360401745339	0.967278964875341	0.168668173337122	3.52412785383611	2.97144809829781	3.45422402017728	1.83110645430001	1.710177998666	4.57374555958397	3.95833452934732	4.57414693730463	0.706446959725588	0.94037275058055	4.51087891394232	4.09943007369309	2.66735573907637	0.986606176963196	4.9607358082355	5.93080803209407	5.95803098914751	5.30002048818972	4.22389613515566	3.17268164591939	3.51258864050123	1.15779755266406	4.10288486916868	2.57179326156357	0.0610103538962816	5.99091857285679	3.63263925550645	2.39629852329664	2.56012573362325	2.38478365039685	5.08374442619825	2.66770414682192	2.71165860766314	4.37236290943653	0.0617886054973797	1.05189743679996	5.20957407677297	2.36263383468358	3.73471593962857	5.78424032503346	2.48347629688333	1.58345345436881	4.80644862814908	3.89616454036447	5.65255095293081	2.98567366753743	5.9121306627288	3.7891914198961	4.37655337631806	0.778929955305191	3.06277888652576	2.49198794473028	3.6244298890238	2.92632365722019	1.96866291796807	1.66295408699074	0.276907865272641
sub_6	Label 6	Notes 6	0.247773731369451	0.647138456588745	0.909119999952633	1.76205447523849	3.23817833703122	2.47481645931954	0.715434551629842	5.57535476845468	3.22180596875186	5.3876145058534	4.62619081879981	4.3930835793427	0.44648217944227	5.16084116609927	2.73407620040149	2.82584717036555	1.47104121569184	3.6134866912415	3.90242231996248	0.617379813677233	4.12132358679385	1.95864091579958	2.10351034844285	4.24760786141555	3.60537549990038	4.72400003122895	0.0015061477591396	0.216834556711289	0.33030053286686	0.770667542681773	2.30835783825049	5.49144765211607	0.235826474437803	0.103016788650884	5.30223441041869	0.0667548362747263	1.14375576082203	0.12837010915519	2.95416246517743	1.77080655938683	4.5435820699748	1.46953606852139	2.87716020230739	0.886853747274295	2.86241596414476	5.83275233042724	3.53363085899069	3.25127009659961	0.744295867085605	4.68711314931369	0.35415365118342	0.69790744032133	0.754301989275441	3.7562896439392	4.90838919754253	3.27947310646034	0.244948191203537	0.960514949662631	1.23798694842807	4.88413755197827	5.46450538306956	4.05448444012308	0.814683142505912	4.82246470833393	2.68565201104923	4.38911710267546	2.02881000507657	5.68874558222399
sub_7	Label 7	Notes 7	0.318315917965608	0.604754375049887	4.16845557469925	3.14572382135739	1.92299621220694	1.27667382622213	5.44702048205719	1.56320989816461	2.72255481691344	0.968661828265296	2.732468397874	3.95838900828929	3.7374070641535	2.98455371352259	3.59082324241193	5.10701678712826	3.55114523622344	5.60004389944723	4.34941280754399	2.97500968825862	3.89546599485174	2.04585454295375	4.00217621554923	1.04491132986058	2.35310519092534	0.77363656302323	5.37341107292183	1.63270410517988	2.52698320669321	0.0358223074581028	2.59903448480823	0.59085282537974	3.00038851535675	3.71043004614833	1.96972889239682	0.00386100120621991	0.903117223737072	3.32644515883598	0.695980446658659	1.89239264381417	5.89836300304876	0.158617509742169	4.41138429142928	1.63647856142396	0.566636380907036	5.75923202448792	1.84450019214569	4.12622938515179	0.695907425569215	0.787097196517642	4.04969987649824	5.97170023311638	0.668863502325674	2.82623396009472	3.84140800835696	5.75350031507742	3.78251811596925	5.52535422817348	0.368401687959869	3.77100372375081	1.47459953777794	1.75929620260031	3.50330363865308	0.263457657283182	5.89109823779481	5.55124229051533	0.19888752299891	4.81069997906596
sub_8	Label 8	Notes 8	2.51416074497922	3.14113356229813	4.43236833387643	4.57110767965765	4.2378146562727	1.35477047286845	2.02216535494434	2.13745216611918	4.52113309487394	2.92148516464138	2.6347920442999	0.409123225219622	5.34131884668118	0.866881064364342	4.21052892211292	1.8167465013997	1.69466505878783	3.4484087150305	3.46897375471899	0.676284778504136	5.66064852460431	2.11222034888331	1.50179225888959	4.17296737906477	3.5571118343138	5.98197061752492	1.37802208397086	4.65560035761245	3.2213730731674	3.43586204802841	4.65833433013941	0.350994923953052	4.00997842271519	5.30632186558214	0.07425800436204	3.6019770704492	5.40659477642077	4.63713886909545	2.38396348620989	1.01714893757429	0.67601063094235	3.87539911924733	0.0904123201504918	0.920230438440661	2.35000302224473	4.87658307594268	0.388701469853378	2.65324869399754	4.06971403301823	5.91012291059685	5.94455793193767	2.56116961156179	4.61438408016907	3.08621676217132	5.29576430122177	0.884150890949628	4.03851435172202	1.49593275732628	1.46382184338362	2.38261336255588	5.28531630844339	0.530985823711863	2.62048651378889	1.27994877918869	4.5923043797484	4.71298742282249	2.99130502012912	4.18847734946823
sub_9	Label 9	Notes 9	4.67849854977425	5.81293476489471	4.53641953335068	1.40693119927145	0.479304094966596	4.25885376042908	0.145388798505074	0.273716211451209	0.354906761841033	3.8928098123975	2.13295651611762	4.8909921231611	3.12943823512978	3.45052828324492	4.17496589815283	2.59089164630684	2.84353625393107	3.27639159396247	3.96344888747346	3.85125618991974	0.58623024624979	3.33886037709607	5.35941701301663	0.665937878114622	0.848595568762568	2.48608153437899	4.14013550519613	5.23214921796159	4.57495853672832	0.0969053493481824	2.18252861121554	3.85539816688828	5.98534429174768	0.676287316712898	2.69602383773699	2.59203660889756	5.45660597494296	4.19572389164168	3.94529589524667	5.88598119034334	5.25023298721912	5.09226009282915	0.423827110779373	4.83903825465217	0.146649813319973	2.47712290113879	5.48794802329805	1.58370267111112	1.92365780591029	3.7468982547026	1.02427905411761	4.41036695628211	2.32034649068118	3.92163361656268	1.47100576719158	4.68553382952483	4.23670351943901	5.37346710595901	4.10372977054358	5.6351120785685	4.80787134132973	2.63781891394595	1.6626912261263	2.96588924871256	3.94468439610408	5.30481304262053	2.40103616687248	2.45210435440637
sub_10	Label 10	Notes 10	2.35985874321271	2.29312012478304	3.5441587099153	4.95807929636423	2.77116870789085	3.45468379130689	3.62020044013477	5.44212653331777	5.10463205233459	2.16011508880031	1.45900108623181	0.172302377915635	4.48362338797916	2.82930728770045	3.96055001358526	1.86043292581319	0.776883656912793	3.72162401167216	3.69810647218086	2.3237565962397	2.1934599584175	0.0233109129812421	5.68243645648678	0.0945144555913682	2.45903347753654	5.75816654466824	3.69702205012668	5.64886266965752	4.1566322312126	1.8508313028641	2.90072274647459	2.49365863117436	1.41136634534403	0.930104564056143	4.49945134746685	1.72045166619549	5.17265562553577	1.29736755384536	4.36190592935941	3.51391749611732	2.3236702236386	2.38687996697989	4.18596551844323	3.30056097576551	2.38184574402829	5.41083700898373	0.143400028645161	4.39239300453292	2.76745810035086	3.49865232071168	5.98742803182349	4.23819857624339	4.72170417043509	5.26289333055389	2.41475742290545	0.270464679075894	1.19688843386294	4.45337211107171	0.627405732668327	0.627769890506436	2.86540884395143	0.663099912782221	0.321190291554548	2.03500234677366	2.14821333897869	0.180467117888623	4.75859640902224	2.65901369485559
